,EIIE,OLMAR,PAMR,RMR,UBAH,UCRP,BTC-hold
2020-01-01,1.00858,0.89269,0.919776,0.895287,1.01477,1.0145,1.00061
2020-01-02,0.985473,0.781117,0.775713,0.786511,0.975619,0.975139,0.967938
2020-01-03,1.01406,0.728433,0.694211,0.743145,1.02388,1.02348,1.02064
2020-01-04,1.01834,0.66991,0.610908,0.684671,1.03125,1.03087,1.02191
2020-01-05,1.01964,0.593915,0.521814,0.60913,1.03355,1.03319,1.02255
2020-01-06,1.06189,0.56118,0.476697,0.576539,1.10674,1.10655,1.07803
2020-01-07,1.06248,0.502205,0.398241,0.513447,1.10797,1.10757,1.13185
2020-01-08,1.05427,0.445384,0.34324,0.448975,1.09357,1.09269,1.11944
2020-01-09,1.04393,0.395905,0.290554,0.397559,1.07578,1.07462,1.08634
2020-01-10,1.07386,0.372867,0.256612,0.366835,1.12799,1.12682,1.13904
2020-01-11,1.07204,0.335057,0.218633,0.326647,1.12527,1.12374,1.11444
2020-01-12,1.08711,0.303152,0.191647,0.296895,1.1521,1.15031,1.13736
2020-01-13,1.07658,0.26881,0.160781,0.265258,1.13288,1.13151,1.12699
2020-01-14,1.15183,0.276376,0.155686,0.276311,1.26974,1.26648,1.22422
2020-01-15,1.16142,0.259643,0.135087,0.26667,1.28593,1.28417,1.2258
2020-01-16,1.1569,0.231299,0.114177,0.239329,1.27888,1.27583,1.21171
2020-01-17,1.19725,0.238297,0.101469,0.243549,1.35149,1.34987,1.23857
2020-01-18,1.19086,0.218209,0.083765,0.219193,1.34007,1.33831,1.23894
2020-01-19,1.1602,0.193891,0.0710099,0.194112,1.28171,1.28013,1.20917
2020-01-20,1.16133,0.175028,0.0625421,0.176795,1.28416,1.28192,1.20092
2020-01-21,1.17394,0.157917,0.0555946,0.160399,1.30688,1.30538,1.21394
2020-01-22,1.17105,0.14109,0.0477165,0.143123,1.30181,1.29993,1.20648
2020-01-23,1.13767,0.120851,0.0393015,0.122543,1.23904,1.23746,1.16787
2020-01-24,1.14004,0.108592,0.0348333,0.109318,1.2434,1.2412,1.17266
2020-01-25,1.12988,0.097743,0.0297805,0.0980312,1.22401,1.22269,1.15899
2020-01-26,1.15677,0.0913523,0.0269256,0.0929416,1.27461,1.27237,1.19712
2020-01-27,1.17307,0.0840997,0.0237649,0.0853636,1.3066,1.30268,1.23777
2020-01-28,1.19562,0.0793463,0.0213371,0.0805571,1.34892,1.34475,1.30262
2020-01-29,1.19265,0.0713843,0.0182616,0.0732569,1.34413,1.33903,1.29252
2020-01-30,1.23196,0.0669662,0.0167199,0.0688476,1.42264,1.41348,1.32193
2020-01-31,1.21637,0.0595209,0.0139324,0.0603407,1.3911,1.38348,1.29965
2020-02-01,1.2311,0.055772,0.0123557,0.0568752,1.41098,1.40331,1.30406
2020-02-02,1.23433,0.049926,0.0106844,0.0506611,1.4153,1.40746,1.29668
2020-02-03,1.24364,0.0460753,0.00930268,0.0463372,1.42675,1.41878,1.29122
2020-02-04,1.23509,0.0403867,0.0080466,0.0401575,1.41692,1.40831,1.27799
2020-02-05,1.32662,0.0380874,0.00742803,0.0376185,1.52908,1.52006,1.33566
2020-02-06,1.35577,0.0340749,0.00622018,0.0335515,1.56617,1.55701,1.35789
2020-02-07,1.35689,0.0312879,0.00545475,0.0306862,1.56948,1.55946,1.36369
2020-02-08,1.37173,0.0288821,0.00474461,0.0281327,1.58684,1.578,1.37499
2020-02-09,1.40811,0.0268722,0.00426241,0.0265472,1.63355,1.62274,1.41066
2020-02-10,1.39501,0.0254971,0.00381825,0.0247083,1.61758,1.60604,1.36898
2020-02-11,1.43651,0.0238061,0.00343754,0.0230928,1.67022,1.65773,1.42057
2020-02-12,1.49764,0.0226148,0.00305094,0.0218345,1.74744,1.73241,1.43494
2020-02-13,1.49984,0.0197653,0.00257625,0.0188897,1.75011,1.73483,1.42148
2020-02-14,1.54554,0.0181699,0.00233622,0.0172572,1.80925,1.79009,1.43742
2020-02-15,1.41189,0.0150338,0.00188621,0.0147533,1.64431,1.62623,1.37633
2020-02-16,1.34475,0.0123475,0.00158904,0.0122675,1.56462,1.54501,1.37808
2020-02-17,1.34684,0.0112086,0.00144785,0.0111396,1.56648,1.5466,1.34872
2020-02-18,1.391,0.0105608,0.00130319,0.0106432,1.6235,1.60114,1.41246
2020-02-19,1.2704,0.00956838,0.00111546,0.00966519,1.47642,1.45499,1.33313
2020-02-20,1.2615,0.00871784,0.000988835,0.00866535,1.4647,1.44417,1.33349
2020-02-21,1.29068,0.00819456,0.00088057,0.00828834,1.49913,1.47938,1.3447
2020-02-22,1.28627,0.00750626,0.000780436,0.00772506,1.49318,1.47388,1.34106
2020-02-23,1.34507,0.00698372,0.000721931,0.00721539,1.56642,1.54567,1.38074
2020-02-24,1.28736,0.00595847,0.000614989,0.00599558,1.49572,1.47497,1.34179
2020-02-25,1.22228,0.00521426,0.000507391,0.0052137,1.41273,1.39541,1.29451
2020-02-26,1.09289,0.00426842,0.000402299,0.00428856,1.25789,1.23928,1.22078
2020-02-27,1.12043,0.00410906,0.000389436,0.00416214,1.29065,1.27218,1.22605
2020-02-28,1.10188,0.00365021,0.00034236,0.00372997,1.26952,1.24967,1.20794
2020-02-29,1.07885,0.00316534,0.000301276,0.00326377,1.24069,1.22177,1.18442
2020-03-01,1.07536,0.00287598,0.000269159,0.00295892,1.2371,1.21827,1.18557
2020-03-02,1.14661,0.00283267,0.000253822,0.00290909,1.32296,1.30263,1.23884
2020-03-03,1.13784,0.00243139,0.00023122,0.00250941,1.31173,1.29119,1.21728
2020-03-04,1.13138,0.00228809,0.000204649,0.0023388,1.30355,1.28359,1.216
2020-03-05,1.16313,0.00215665,0.000187434,0.00219591,1.34207,1.32166,1.25821
2020-03-06,1.18863,0.00200653,0.000168007,0.00205296,1.37305,1.35228,1.26894
2020-03-07,1.13281,0.00172543,0.000143111,0.00176685,1.30531,1.28566,1.23487
2020-03-08,0.977814,0.00127278,0.000108116,0.00139672,1.11827,1.10106,1.11629
2020-03-09,0.990395,0.00124097,0.000102879,0.00133414,1.13238,1.11504,1.10191
2020-03-10,0.988932,0.00110614,9.27456e-05,0.00120158,1.13079,1.11364,1.09701
2020-03-11,0.967287,0.000974671,7.79865e-05,0.0010304,1.10462,1.08807,1.10256
2020-03-12,0.563194,0.000550838,3.99286e-05,0.000559882,0.635044,0.626157,0.666996
2020-03-13,0.700942,0.000709473,4.35679e-05,0.000695976,0.773099,0.766636,0.775188
2020-03-14,0.650041,0.000635466,3.7885e-05,0.000622335,0.715064,0.709012,0.718696
2020-03-15,0.675474,0.000607052,3.48741e-05,0.000591511,0.74589,0.738595,0.744992
2020-03-16,0.621655,0.000557261,2.95799e-05,0.000537841,0.683207,0.675945,0.698812
2020-03-17,0.649187,0.000519161,2.70279e-05,0.000528492,0.714415,0.707339,0.738231
2020-03-18,0.659736,0.000499055,2.48713e-05,0.000512154,0.725643,0.718992,0.749403
2020-03-19,0.749819,0.000512648,2.6549e-05,0.000517562,0.828608,0.821787,0.856306
2020-03-20,0.734243,0.000478326,2.37585e-05,0.000499498,0.809962,0.803934,0.862697
2020-03-21,0.741319,0.000462074,2.26769e-05,0.000499855,0.818224,0.812181,0.859726
2020-03-22,0.685209,0.000396156,1.87087e-05,0.000431115,0.754517,0.748018,0.808202
2020-03-23,0.748259,0.000404505,1.7929e-05,0.000443646,0.826703,0.820085,0.89868
2020-03-24,0.766642,0.000389614,1.70744e-05,0.00042462,0.848311,0.841264,0.937228
2020-03-25,0.754456,0.000344802,1.50425e-05,0.000379795,0.834421,0.827314,0.927878
2020-03-26,0.779292,0.00031684,1.34442e-05,0.000353852,0.863752,0.856095,0.936206
2020-03-27,0.738959,0.000272805,1.10171e-05,0.000304948,0.817382,0.809457,0.883645
2020-03-28,0.739206,0.000251182,9.97717e-06,0.000279649,0.817743,0.809677,0.866629
2020-03-29,0.70394,0.000209776,8.39454e-06,0.000234362,0.776692,0.769025,0.817267
2020-03-30,0.744755,0.000195077,7.81755e-06,0.000221246,0.824239,0.815942,0.888546
2020-03-31,0.752567,0.000178471,6.99775e-06,0.000203237,0.83242,0.824876,0.890778
2020-04-01,0.75883,0.000159297,6.12911e-06,0.000184516,0.846077,0.838354,0.923082
2020-04-02,0.772035,0.000149173,5.28477e-06,0.000171562,0.865707,0.857771,0.944089
2020-04-03,0.776917,0.000132604,4.68196e-06,0.000156101,0.873449,0.865379,0.935753
2020-04-04,0.784117,0.000125965,4.19877e-06,0.000148204,0.88446,0.87615,0.952829
2020-04-05,0.775674,0.00011279,3.69416e-06,0.000130993,0.871841,0.863542,0.941127
2020-04-06,0.851094,0.000112142,3.62038e-06,0.000129071,0.985515,0.975622,1.01854
2020-04-07,0.84353,0.000100438,3.30376e-06,0.000117198,0.973044,0.963492,1.00012
2020-04-08,0.881121,9.35429e-05,3.08421e-06,0.000109032,1.03265,1.02125,1.0229
2020-04-09,0.876579,8.60982e-05,2.61649e-06,0.000100315,1.02562,1.01347,1.0121
2020-04-10,0.8269,6.83603e-05,2.1112e-06,8.03556e-05,0.94846,0.936254,0.953097
2020-04-11,0.832875,6.29546e-05,1.84132e-06,7.3944e-05,0.957948,0.945063,0.955586
2020-04-12,0.837882,5.81788e-05,1.65412e-06,6.76726e-05,0.967517,0.953397,0.959332
2020-04-13,0.829177,5.33281e-05,1.44365e-06,6.22809e-05,0.954283,0.940082,0.950178
2020-04-14,0.831619,4.83962e-05,1.27246e-06,5.64592e-05,0.957228,0.943659,0.954456
2020-04-15,0.808577,4.15617e-05,1.09834e-06,4.84502e-05,0.921338,0.908458,0.92007
2020-04-16,0.863821,4.00445e-05,1.08241e-06,4.69728e-05,1.00721,0.991888,0.986866
2020-04-17,0.856563,3.6554e-05,9.72327e-07,4.29959e-05,0.996136,0.980767,0.97653
2020-04-18,0.896694,3.49025e-05,9.11455e-07,4.11548e-05,1.06162,1.04233,1.00725
2020-04-19,0.870844,2.96327e-05,7.65342e-07,3.55006e-05,1.02056,1.0024,0.98948
2020-04-20,0.839473,2.57968e-05,6.46864e-07,3.06348e-05,0.971274,0.954164,0.948639
2020-04-21,0.842527,2.36919e-05,5.68245e-07,2.79925e-05,0.976676,0.959213,0.95066
2020-04-22,0.87361,2.24027e-05,5.26541e-07,2.64418e-05,1.02674,1.00649,0.990091
2020-04-23,0.893422,2.05161e-05,4.71227e-07,2.46619e-05,1.05873,1.03748,1.03973
2020-04-24,0.904145,1.86914e-05,4.38044e-07,2.27154e-05,1.07632,1.05262,1.04288
2020-04-25,0.913728,1.70271e-05,4.10296e-07,2.11347e-05,1.09354,1.06753,1.04755
2020-04-26,0.922803,1.51091e-05,3.57293e-07,1.91207e-05,1.10464,1.08163,1.06901
2020-04-27,0.9194,1.36788e-05,3.18172e-07,1.7399e-05,1.09868,1.0765,1.08034
2020-04-28,0.927119,1.26579e-05,2.86222e-07,1.63348e-05,1.1091,1.08796,1.07539
2020-04-29,0.983106,1.28387e-05,2.64644e-07,1.58736e-05,1.1988,1.17623,1.21985
2020-04-30,0.949362,1.10065e-05,2.35898e-07,1.38259e-05,1.14435,1.12338,1.19781
2020-05-01,0.966098,1.00277e-05,2.10392e-07,1.26658e-05,1.17058,1.1491,1.22657
2020-05-02,0.989763,9.44911e-06,1.96267e-07,1.19361e-05,1.20599,1.18321,1.24673
2020-05-03,0.968112,8.2709e-06,1.69719e-07,1.03327e-05,1.17418,1.15198,1.23591
2020-05-04,0.961958,7.28616e-06,1.48129e-07,9.24638e-06,1.16528,1.1431,1.23282
2020-05-05,0.95918,6.70044e-06,1.31767e-07,8.39783e-06,1.16132,1.13909,1.25365
2020-05-06,0.937247,6.06542e-06,1.16749e-07,7.56773e-06,1.12867,1.10691,1.27048
2020-05-07,0.973079,5.49472e-06,1.05526e-07,7.09542e-06,1.18245,1.1591,1.38768
2020-05-08,0.977137,5.11474e-06,9.17284e-08,6.67804e-06,1.18865,1.16541,1.36178
2020-05-09,0.977595,4.57182e-06,8.10881e-08,5.98615e-06,1.18879,1.1657,1.32557
2020-05-10,0.90059,4.11639e-06,6.73057e-08,5.45683e-06,1.07183,1.05114,1.21209
2020-05-11,0.884651,3.6825e-06,5.73511e-08,4.90122e-06,1.04864,1.02854,1.18969
2020-05-12,0.900909,3.45004e-06,5.19588e-08,4.5721e-06,1.07217,1.05151,1.22432
2020-05-13,0.923331,3.19544e-06,4.71885e-08,4.20492e-06,1.10522,1.08363,1.29361
2020-05-14,0.936342,2.97561e-06,4.24e-08,3.95488e-06,1.1248,1.10227,1.36067
2020-05-15,0.916619,2.6101e-06,3.58715e-08,3.50642e-06,1.09546,1.07375,1.29458
2020-05-16,0.932575,2.41123e-06,3.26634e-08,3.28168e-06,1.11853,1.09645,1.3036
2020-05-17,0.940696,2.16907e-06,2.88228e-08,2.9421e-06,1.13093,1.10824,1.34511
2020-05-18,0.96011,1.94267e-06,2.57131e-08,2.61307e-06,1.15956,1.13657,1.3526
2020-05-19,0.965581,1.7518e-06,2.27655e-08,2.36374e-06,1.16782,1.14453,1.35838
2020-05-20,0.952649,1.55687e-06,1.97431e-08,2.1109e-06,1.14875,1.12533,1.32168
2020-05-21,0.913854,1.32959e-06,1.64372e-08,1.79106e-06,1.09136,1.06927,1.26015
2020-05-22,0.944009,1.22395e-06,1.50933e-08,1.6462e-06,1.13566,1.11264,1.27424
2020-05-23,0.938212,1.07681e-06,1.34218e-08,1.48118e-06,1.12725,1.10444,1.27551
2020-05-24,0.912647,9.57282e-07,1.16203e-08,1.31535e-06,1.08953,1.06727,1.21175
2020-05-25,0.930795,9.09476e-07,1.07257e-08,1.24184e-06,1.11643,1.09347,1.23677
2020-05-26,0.92189,8.07391e-07,9.27806e-09,1.09203e-06,1.10348,1.08064,1.22855
2020-05-27,0.938068,7.3057e-07,8.20765e-09,9.91851e-07,1.12727,1.10403,1.27897
2020-05-28,0.962603,6.6555e-07,7.29442e-09,8.85304e-07,1.16403,1.13943,1.33064
2020-05-29,0.96291,5.87318e-07,6.37353e-09,7.67749e-07,1.16505,1.13998,1.30996
2020-05-30,1.00335,5.3981e-07,5.77246e-09,6.92279e-07,1.22513,1.1988,1.34757
2020-05-31,0.970799,4.56725e-07,4.79921e-09,5.85195e-07,1.17673,1.15156,1.31291
2020-06-01,1.00293,4.43026e-07,4.45217e-09,5.76447e-07,1.24309,1.21659,1.41747
2020-06-02,0.982251,3.76846e-07,3.74902e-09,4.95249e-07,1.19981,1.17411,1.3226
2020-06-03,0.994554,3.49209e-07,3.35811e-09,4.65489e-07,1.22553,1.19875,1.3432
2020-06-04,0.997489,3.32342e-07,3.05478e-09,4.48305e-07,1.23203,1.20477,1.36026
2020-06-05,0.992986,2.87267e-07,2.65214e-09,3.92466e-07,1.22245,1.19571,1.33693
2020-06-06,0.992996,2.53397e-07,2.32108e-09,3.47798e-07,1.22293,1.19607,1.3432
2020-06-07,0.993234,2.26515e-07,2.03458e-09,3.1225e-07,1.22443,1.19735,1.35442
2020-06-08,0.995842,2.02711e-07,1.78664e-09,2.78404e-07,1.23039,1.2031,1.35928
2020-06-09,0.988443,1.82851e-07,1.56237e-09,2.4691e-07,1.21459,1.18775,1.35795
2020-06-10,0.99264,1.61186e-07,1.34463e-09,2.1706e-07,1.22385,1.19671,1.37359
2020-06-11,0.947545,1.38544e-07,1.13972e-09,1.8869e-07,1.12542,1.10058,1.28958
2020-06-12,0.96318,1.30106e-07,1.04044e-09,1.78371e-07,1.15988,1.13405,1.31525
2020-06-13,0.964992,1.16155e-07,9.30696e-10,1.6161e-07,1.16382,1.13794,1.31639
2020-06-14,0.952718,1.01034e-07,7.99648e-10,1.39933e-07,1.13835,1.11298,1.29815
2020-06-15,0.95193,9.10799e-08,7.00001e-10,1.24219e-07,1.13679,1.11121,1.30982
2020-06-16,0.957362,8.49557e-08,6.27352e-10,1.15698e-07,1.14813,1.12209,1.32365
2020-06-17,0.962714,7.49147e-08,5.58321e-10,1.04667e-07,1.15969,1.13291,1.31525
2020-06-18,0.955058,6.59994e-08,4.79086e-10,9.33735e-08,1.14402,1.11759,1.3043
2020-06-19,0.950277,5.97205e-08,4.21283e-10,8.53388e-08,1.1339,1.108,1.29373
2020-06-20,0.952022,5.43608e-08,3.74219e-10,7.77295e-08,1.13791,1.11179,1.3005
2020-06-21,0.947542,4.80516e-08,3.27233e-10,6.90377e-08,1.1289,1.1029,1.29157
2020-06-22,0.970704,4.47083e-08,2.93034e-10,6.39539e-08,1.178,1.1499,1.3459
2020-06-23,0.972741,4.08017e-08,2.61035e-10,5.92898e-08,1.18293,1.15383,1.33745
2020-06-24,0.957703,3.63581e-08,2.2789e-10,5.28547e-08,1.1521,1.12338,1.29182
2020-06-25,0.955057,3.31383e-08,1.98712e-10,4.77292e-08,1.14728,1.11802,1.28529
2020-06-26,0.950814,2.93817e-08,1.71255e-10,4.24189e-08,1.13821,1.10972,1.27316
2020-06-27,0.924714,2.55223e-08,1.45817e-10,3.65881e-08,1.08388,1.05651,1.25228
2020-06-28,0.935512,2.37553e-08,1.35458e-10,3.34788e-08,1.10723,1.07874,1.26678
2020-06-29,0.942277,2.18385e-08,1.21758e-10,3.1079e-08,1.12199,1.09244,1.27737
2020-06-30,0.936169,1.94042e-08,1.06819e-10,2.76799e-08,1.1099,1.08056,1.26987
2020-07-01,0.955898,1.77757e-08,9.55695e-11,2.47135e-08,1.14966,1.11829,1.28286
2020-07-02,0.948309,1.54597e-08,8.16597e-11,2.17059e-08,1.13498,1.1041,1.26264
2020-07-03,0.954952,1.42657e-08,7.20386e-11,1.99645e-08,1.14931,1.11699,1.25871
2020-07-04,0.977378,1.32617e-08,6.55713e-11,1.83374e-08,1.1983,1.15983,1.26944
2020-07-05,0.983907,1.18305e-08,5.18063e-11,1.68373e-08,1.20815,1.16496,1.26026
2020-07-06,1.02024,1.04463e-08,4.77486e-11,1.51199e-08,1.28382,1.24153,1.29845
2020-07-07,1.04047,9.78904e-09,4.21075e-11,1.3944e-08,1.33862,1.27966,1.28638
2020-07-08,1.08505,9.73671e-09,3.87232e-11,1.33131e-08,1.44269,1.36868,1.31121
2020-07-09,1.06293,8.56737e-09,3.32414e-11,1.12598e-08,1.38674,1.32389,1.28291
2020-07-10,1.05499,6.86373e-09,2.60991e-11,9.32807e-09,1.36694,1.31211,1.29068
2020-07-11,1.06409,6.13229e-09,2.35556e-11,8.39962e-09,1.39449,1.33073,1.28314
2020-07-12,1.08043,5.47179e-09,2.10982e-11,7.59273e-09,1.42984,1.36325,1.29269
2020-07-13,1.07401,5.10316e-09,1.9353e-11,6.96764e-09,1.41512,1.34823,1.28433
2020-07-14,1.08557,4.7783e-09,1.77872e-11,6.51657e-09,1.44732,1.37202,1.28617
2020-07-15,1.08557,4.24322e-09,1.55941e-11,5.74178e-09,1.45438,1.37152,1.27807
2020-07-16,1.06921,3.84461e-09,1.35782e-11,5.21555e-09,1.41381,1.33778,1.2692
2020-07-17,1.06545,3.47872e-09,1.16999e-11,4.6354e-09,1.40622,1.33064,1.27206
2020-07-18,1.06744,3.12338e-09,1.01211e-11,4.241e-09,1.40777,1.33559,1.27428
2020-07-19,1.07529,2.81141e-09,8.81506e-12,3.8229e-09,1.42441,1.3535,1.27966
2020-07-20,1.05119,2.25937e-09,6.99586e-12,3.06524e-09,1.35623,1.30069,1.27296
2020-07-21,1.07158,2.10724e-09,5.98589e-12,2.83985e-09,1.40756,1.34658,1.30481
2020-07-22,1.08569,1.95536e-09,5.14697e-12,2.63102e-09,1.43694,1.37794,1.32262
2020-07-23,1.09543,1.76489e-09,4.53437e-12,2.39819e-09,1.46053,1.39994,1.33445
2020-07-24,1.08557,1.56037e-09,3.80008e-12,2.14441e-09,1.43595,1.37915,1.32535
2020-07-25,1.13001,1.44692e-09,3.35572e-12,1.96769e-09,1.5404,1.47648,1.34795
2020-07-26,1.12675,1.31142e-09,2.851e-12,1.75734e-09,1.53303,1.47123,1.38006
2020-07-27,1.14015,1.15253e-09,2.2386e-12,1.50485e-09,1.54255,1.4999,1.53269
2020-07-28,1.15892,1.06436e-09,1.92827e-12,1.34417e-09,1.59049,1.54628,1.51551
2020-07-29,1.15431,9.19081e-10,1.57852e-12,1.15074e-09,1.57771,1.53814,1.5425
2020-07-30,1.17265,8.61871e-10,1.44133e-12,1.05508e-09,1.62535,1.57977,1.54237
2020-07-31,1.18942,8.24017e-10,1.22208e-12,9.64259e-10,1.66458,1.62023,1.57515
2020-08-01,1.2666,8.21994e-10,1.09827e-12,9.70382e-10,1.7755,1.72816,1.63986
2020-08-02,1.20113,6.73691e-10,8.58704e-13,7.90629e-10,1.67937,1.63464,1.53845
2020-08-03,1.25373,6.1244e-10,7.77822e-13,7.27429e-10,1.75748,1.70874,1.55908
2020-08-04,1.28291,5.71547e-10,7.13946e-13,6.88972e-10,1.79833,1.7481,1.55521
2020-08-05,1.29206,5.29525e-10,6.13376e-13,6.33895e-10,1.81171,1.76288,1.63204
2020-08-06,1.31098,4.91723e-10,5.34572e-13,5.86942e-10,1.84026,1.79017,1.63448
2020-08-07,1.276,4.56025e-10,4.62887e-13,5.34133e-10,1.78913,1.74024,1.6111
2020-08-08,1.34436,4.5251e-10,4.30293e-13,5.35461e-10,1.89592,1.83345,1.63434
2020-08-09,1.35149,4.44795e-10,3.60214e-13,5.22471e-10,1.91281,1.84153,1.62326
2020-08-10,1.36119,4.28293e-10,3.30527e-13,5.08412e-10,1.92555,1.85965,1.65261
2020-08-11,1.29113,3.64819e-10,2.68876e-13,4.32587e-10,1.82524,1.76095,1.58301
2020-08-12,1.33855,3.42183e-10,2.57749e-13,4.01038e-10,1.9162,1.82078,1.60695
2020-08-13,1.37442,3.39614e-10,2.37013e-13,3.92814e-10,1.96947,1.86916,1.63692
2020-08-14,1.3998,2.99058e-10,2.09072e-13,3.46666e-10,2.00424,1.90711,1.63421
2020-08-15,1.43686,2.7003e-10,1.84528e-13,3.0842e-10,2.07522,1.95668,1.64698
2020-08-16,1.46099,2.42743e-10,1.67203e-13,2.75691e-10,2.10362,1.99158,1.65512
2020-08-17,1.45504,2.12575e-10,1.36424e-13,2.41769e-10,2.07315,1.98436,1.70655
2020-08-18,1.40336,1.85722e-10,1.13496e-13,2.18326e-10,1.99592,1.91123,1.65985
2020-08-19,1.35037,1.67417e-10,1.01796e-13,1.96255e-10,1.92462,1.83736,1.63339
2020-08-20,1.38453,1.63023e-10,9.32534e-14,1.87343e-10,1.96939,1.88564,1.64714
2020-08-21,1.29819,1.32885e-10,7.49488e-14,1.54137e-10,1.83071,1.76423,1.60237
2020-08-22,1.33699,1.31424e-10,6.90438e-14,1.52637e-10,1.90028,1.81656,1.62066
2020-08-23,1.31915,1.13693e-10,5.86337e-14,1.32321e-10,1.87102,1.79255,1.61859
2020-08-24,1.34047,1.01748e-10,5.10168e-14,1.17674e-10,1.90099,1.82329,1.6325
2020-08-25,1.26165,8.90117e-11,4.45277e-14,1.0246e-10,1.78502,1.71227,1.57278
2020-08-26,1.2821,8.26582e-11,4.02995e-14,9.46158e-11,1.82395,1.74145,1.59265
2020-08-27,1.2423,7.35969e-11,3.39915e-14,8.72504e-11,1.76582,1.68487,1.57444
2020-08-28,1.27036,6.94593e-11,2.97006e-14,8.16354e-11,1.81041,1.72495,1.60175
2020-08-29,1.29265,6.28838e-11,2.6444e-14,7.31473e-11,1.85137,1.75582,1.59326
2020-08-30,1.33102,5.59908e-11,2.34021e-14,6.55525e-11,1.90557,1.80954,1.62735
2020-08-31,1.32161,4.81449e-11,1.98521e-14,5.59936e-11,1.88269,1.7968,1.61879
2020-09-01,1.38791,4.67926e-11,1.8327e-14,5.45808e-11,1.97849,1.88882,1.65665
2020-09-02,1.29169,3.83008e-11,1.4532e-14,4.52983e-11,1.8392,1.75564,1.58252
2020-09-03,1.08341,2.90831e-11,1.06436e-14,3.39838e-11,1.53985,1.46973,1.40915
2020-09-04,1.14511,3.1093e-11,9.63609e-15,3.52101e-11,1.62861,1.5558,1.45158
2020-09-05,1.06701,2.67828e-11,7.39228e-15,3.1242e-11,1.51097,1.44209,1.41274
2020-09-06,1.12486,2.65275e-11,6.89474e-15,3.20031e-11,1.58561,1.51483,1.42518
2020-09-07,1.12237,2.45903e-11,5.97153e-15,3.00425e-11,1.58221,1.51287,1.44147
2020-09-08,1.09451,2.32905e-11,5.46686e-15,2.7939e-11,1.54453,1.47486,1.40717
2020-09-09,1.11721,2.10052e-11,5.01314e-15,2.53288e-11,1.57706,1.50533,1.42003
2020-09-10,1.13824,1.95212e-11,4.40288e-15,2.34971e-11,1.60643,1.53429,1.43638
2020-09-11,1.14325,1.73849e-11,3.82112e-15,2.16062e-11,1.61495,1.54097,1.44347
2020-09-12,1.17698,1.61353e-11,3.42212e-15,1.98486e-11,1.66686,1.58558,1.45084
2020-09-13,1.15717,1.51111e-11,3.11051e-15,1.85254e-11,1.64502,1.55654,1.43582
2020-09-14,1.17183,1.38976e-11,2.69875e-15,1.7189e-11,1.66646,1.5779,1.48292
2020-09-15,1.13113,1.16504e-11,2.216e-15,1.47839e-11,1.60349,1.52432,1.4987
2020-09-16,1.1297,1.10234e-11,1.9673e-15,1.36019e-11,1.60445,1.52238,1.52214
2020-09-17,1.14623,9.9917e-12,1.71125e-15,1.23001e-11,1.62555,1.54553,1.52019
2020-09-18,1.1266,8.59257e-12,1.47869e-15,1.0679e-11,1.60286,1.51895,1.51927
2020-09-19,1.12416,7.74104e-12,1.31112e-15,9.64234e-12,1.59956,1.51594,1.53974
2020-09-20,1.09337,6.77425e-12,1.08836e-15,8.41517e-12,1.55596,1.47398,1.51745
2020-09-21,1.00191,5.77662e-12,8.52203e-16,7.05163e-12,1.4256,1.34955,1.44755
2020-09-22,1.02715,5.51163e-12,7.74905e-16,6.74003e-12,1.46173,1.38378,1.46317
2020-09-23,0.966502,4.4608e-12,5.93965e-16,5.4674e-12,1.37917,1.3013,1.42313
2020-09-24,1.0502,4.35002e-12,5.76853e-16,5.32554e-12,1.48584,1.41055,1.49189
2020-09-25,1.08843,4.07249e-12,5.2636e-16,4.95429e-12,1.53324,1.46032,1.48499
2020-09-26,1.09098,3.60424e-12,4.5199e-16,4.41461e-12,1.542,1.46425,1.49082
2020-09-27,1.11066,3.34569e-12,4.01182e-16,4.00013e-12,1.56809,1.4904,1.49716
2020-09-28,1.10292,2.94304e-12,3.34536e-16,3.52064e-12,1.55937,1.47989,1.4863
2020-09-29,1.11756,2.71916e-12,2.96958e-16,3.2165e-12,1.58533,1.49945,1.50636
2020-09-30,1.11335,2.52876e-12,2.64189e-16,2.94522e-12,1.58167,1.49391,1.49749
2020-10-01,1.08419,2.24661e-12,2.33138e-16,2.65436e-12,1.53143,1.44711,1.47561
2020-10-02,1.06783,1.98867e-12,2.062e-16,2.44559e-12,1.48315,1.40047,1.46883
2020-10-03,1.06112,1.7976e-12,1.76502e-16,2.18541e-12,1.47778,1.3929,1.4649
2020-10-04,1.08967,1.65754e-12,1.49361e-16,2.18336e-12,1.49843,1.41299,1.48221
2020-10-05,1.09106,1.41067e-12,1.25635e-16,1.89437e-12,1.50561,1.42016,1.49966
2020-10-06,1.04285,1.25128e-12,1.05852e-16,1.68131e-12,1.44284,1.35345,1.4729
2020-10-07,1.04832,1.11229e-12,9.01986e-17,1.54929e-12,1.43971,1.34798,1.48217
2020-10-08,1.1261,1.08784e-12,8.70145e-17,1.5145e-12,1.4897,1.40327,1.51819
2020-10-09,1.15963,1.07958e-12,8.35298e-17,1.4696e-12,1.53581,1.44932,1.53557
2020-10-10,1.14508,9.22065e-13,7.07714e-17,1.23802e-12,1.52556,1.43293,1.56928
2020-10-11,1.16168,8.12494e-13,6.29298e-17,1.10122e-12,1.54564,1.454,1.57981
