date,ret
2019-07-20 00:00:00+00:00,0.0
2019-07-21 00:00:00+00:00,0.0
2019-07-22 00:00:00+00:00,0.0
2019-07-23 00:00:00+00:00,0.0
2019-07-24 00:00:00+00:00,0.0
2019-07-25 00:00:00+00:00,0.0
2019-07-26 00:00:00+00:00,0.0
2019-07-27 00:00:00+00:00,0.0
2019-07-28 00:00:00+00:00,0.0
2019-07-29 00:00:00+00:00,0.0
2019-07-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-01 00:00:00+00:00,0.0
2019-08-02 00:00:00+00:00,0.0
2019-08-03 00:00:00+00:00,0.0
2019-08-04 00:00:00+00:00,0.0
2019-08-05 00:00:00+00:00,0.0
2019-08-06 00:00:00+00:00,0.0
2019-08-07 00:00:00+00:00,0.0
2019-08-08 00:00:00+00:00,0.0
2019-08-09 00:00:00+00:00,0.0
2019-08-10 00:00:00+00:00,0.0
2019-08-11 00:00:00+00:00,0.0
2019-08-12 00:00:00+00:00,0.0
2019-08-13 00:00:00+00:00,0.0
2019-08-14 00:00:00+00:00,0.0
2019-08-15 00:00:00+00:00,0.0
2019-08-16 00:00:00+00:00,0.0
2019-08-17 00:00:00+00:00,0.0
2019-08-18 00:00:00+00:00,0.0
2019-08-19 00:00:00+00:00,0.0
2019-08-20 00:00:00+00:00,0.0
2019-08-21 00:00:00+00:00,0.0
2019-08-22 00:00:00+00:00,0.0
2019-08-23 00:00:00+00:00,0.0
2019-08-24 00:00:00+00:00,0.0
2019-08-25 00:00:00+00:00,0.0
2019-08-26 00:00:00+00:00,0.0
2019-08-27 00:00:00+00:00,0.0
2019-08-28 00:00:00+00:00,0.0
2019-08-29 00:00:00+00:00,0.0
2019-08-30 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-01 00:00:00+00:00,0.0
2019-09-02 00:00:00+00:00,0.0
2019-09-03 00:00:00+00:00,0.0
2019-09-04 00:00:00+00:00,0.0
2019-09-05 00:00:00+00:00,0.0
2019-09-06 00:00:00+00:00,0.0
2019-09-07 00:00:00+00:00,0.0
2019-09-08 00:00:00+00:00,0.0
2019-09-09 00:00:00+00:00,0.0
2019-09-10 00:00:00+00:00,0.0
2019-09-11 00:00:00+00:00,0.0
2019-09-12 00:00:00+00:00,0.0
2019-09-13 00:00:00+00:00,0.0
2019-09-14 00:00:00+00:00,0.0
2019-09-15 00:00:00+00:00,0.0
2019-09-16 00:00:00+00:00,0.0
2019-09-17 00:00:00+00:00,0.0
2019-09-18 00:00:00+00:00,0.0
2019-09-19 00:00:00+00:00,0.0
2019-09-20 00:00:00+00:00,0.0
2019-09-21 00:00:00+00:00,0.0
2019-09-22 00:00:00+00:00,0.0
2019-09-23 00:00:00+00:00,0.0
2019-09-24 00:00:00+00:00,0.0
2019-09-25 00:00:00+00:00,0.0
2019-09-26 00:00:00+00:00,0.0
2019-09-27 00:00:00+00:00,0.0
2019-09-28 00:00:00+00:00,0.0
2019-09-29 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-01 00:00:00+00:00,0.0
2019-10-02 00:00:00+00:00,0.0
2019-10-03 00:00:00+00:00,0.0
2019-10-04 00:00:00+00:00,0.0
2019-10-05 00:00:00+00:00,0.0
2019-10-06 00:00:00+00:00,0.0
2019-10-07 00:00:00+00:00,0.0
2019-10-08 00:00:00+00:00,0.0
2019-10-09 00:00:00+00:00,0.0
2019-10-10 00:00:00+00:00,0.0
2019-10-11 00:00:00+00:00,0.0
2019-10-12 00:00:00+00:00,0.0
2019-10-13 00:00:00+00:00,0.0
2019-10-14 00:00:00+00:00,0.0
2019-10-15 00:00:00+00:00,0.0
2019-10-16 00:00:00+00:00,0.0
2019-10-17 00:00:00+00:00,0.0
2019-10-18 00:00:00+00:00,0.0
2019-10-19 00:00:00+00:00,0.0
2019-10-20 00:00:00+00:00,0.0
2019-10-21 00:00:00+00:00,0.0
2019-10-22 00:00:00+00:00,0.0
2019-10-23 00:00:00+00:00,0.0
2019-10-24 00:00:00+00:00,0.0
2019-10-25 00:00:00+00:00,0.0
2019-10-26 00:00:00+00:00,0.0
2019-10-27 00:00:00+00:00,0.0
2019-10-28 00:00:00+00:00,0.0
2019-10-29 00:00:00+00:00,0.0
2019-10-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-01 00:00:00+00:00,0.0
2019-11-02 00:00:00+00:00,0.0
2019-11-03 00:00:00+00:00,0.0
2019-11-04 00:00:00+00:00,0.0
2019-11-05 00:00:00+00:00,0.0
2019-11-06 00:00:00+00:00,0.0
2019-11-07 00:00:00+00:00,0.0
2019-11-08 00:00:00+00:00,0.0
2019-11-09 00:00:00+00:00,0.0
2019-11-10 00:00:00+00:00,0.0
2019-11-11 00:00:00+00:00,0.0
2019-11-12 00:00:00+00:00,0.0
2019-11-13 00:00:00+00:00,0.0
2019-11-14 00:00:00+00:00,0.0
2019-11-15 00:00:00+00:00,0.0
2019-11-16 00:00:00+00:00,0.0
2019-11-17 00:00:00+00:00,0.0
2019-11-18 00:00:00+00:00,0.0
2019-11-19 00:00:00+00:00,0.0
2019-11-20 00:00:00+00:00,0.0
2019-11-21 00:00:00+00:00,0.0
2019-11-22 00:00:00+00:00,0.0
2019-11-23 00:00:00+00:00,0.0
2019-11-24 00:00:00+00:00,0.0
2019-11-25 00:00:00+00:00,0.0
2019-11-26 00:00:00+00:00,0.0
2019-11-27 00:00:00+00:00,0.0
2019-11-28 00:00:00+00:00,0.0
2019-11-29 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-01 00:00:00+00:00,0.0
2019-12-02 00:00:00+00:00,0.0
2019-12-03 00:00:00+00:00,0.0
2019-12-04 00:00:00+00:00,0.0
2019-12-05 00:00:00+00:00,0.0
2019-12-06 00:00:00+00:00,0.0
2019-12-07 00:00:00+00:00,0.0
2019-12-08 00:00:00+00:00,0.0
2019-12-09 00:00:00+00:00,0.0
2019-12-10 00:00:00+00:00,0.0
2019-12-11 00:00:00+00:00,0.0
2019-12-12 00:00:00+00:00,0.0
2019-12-13 00:00:00+00:00,0.0
2019-12-14 00:00:00+00:00,0.0
2019-12-15 00:00:00+00:00,0.0
2019-12-16 00:00:00+00:00,0.0
2019-12-17 00:00:00+00:00,0.0
2019-12-18 00:00:00+00:00,0.0
2019-12-19 00:00:00+00:00,0.0
2019-12-20 00:00:00+00:00,0.0
2019-12-21 00:00:00+00:00,0.0
2019-12-22 00:00:00+00:00,0.0
2019-12-23 00:00:00+00:00,0.0
2019-12-24 00:00:00+00:00,0.0
2019-12-25 00:00:00+00:00,0.0
2019-12-26 00:00:00+00:00,0.0
2019-12-27 00:00:00+00:00,0.0
2019-12-28 00:00:00+00:00,0.0
2019-12-29 00:00:00+00:00,0.0
2019-12-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-01 00:00:00+00:00,0.0
2020-01-02 00:00:00+00:00,0.0
2020-01-03 00:00:00+00:00,0.0
2020-01-04 00:00:00+00:00,0.0
2020-01-05 00:00:00+00:00,0.0
2020-01-06 00:00:00+00:00,0.0
2020-01-07 00:00:00+00:00,0.0
2020-01-08 00:00:00+00:00,0.0
2020-01-09 00:00:00+00:00,0.0
2020-01-10 00:00:00+00:00,0.0
2020-01-11 00:00:00+00:00,0.0
2020-01-12 00:00:00+00:00,0.0
2020-01-13 00:00:00+00:00,0.0
2020-01-14 00:00:00+00:00,0.0
2020-01-15 00:00:00+00:00,0.0
2020-01-16 00:00:00+00:00,0.0
2020-01-17 00:00:00+00:00,0.0
2020-01-18 00:00:00+00:00,0.0
2020-01-19 00:00:00+00:00,0.0
2020-01-20 00:00:00+00:00,0.0
2020-01-21 00:00:00+00:00,0.0
2020-01-22 00:00:00+00:00,0.0
2020-01-23 00:00:00+00:00,0.0
2020-01-24 00:00:00+00:00,0.0
2020-01-25 00:00:00+00:00,0.0
2020-01-26 00:00:00+00:00,0.0
2020-01-27 00:00:00+00:00,0.0
2020-01-28 00:00:00+00:00,0.0
2020-01-29 00:00:00+00:00,0.0
2020-01-30 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-01 00:00:00+00:00,0.0
2020-02-02 00:00:00+00:00,0.0
2020-02-03 00:00:00+00:00,-0.00975676635475044
2020-02-04 00:00:00+00:00,0.06697320817614587
2020-02-05 00:00:00+00:00,0.027726558226864734
2020-02-06 00:00:00+00:00,0.02352407566572591
2020-02-07 00:00:00+00:00,0.009654817594255634
2020-02-08 00:00:00+00:00,0.04823034894538285
2020-02-09 00:00:00+00:00,-0.03074257193941098
2020-02-10 00:00:00+00:00,0.07013264129090403
2020-02-11 00:00:00+00:00,0.06213340825068141
2020-02-12 00:00:00+00:00,-0.019491143667971875
2020-02-13 00:00:00+00:00,0.05299933937227858
2020-02-14 00:00:00+00:00,-0.09838383770084516
2020-02-15 00:00:00+00:00,-0.022931398673262
2020-02-16 00:00:00+00:00,-0.008828622438037715
2020-02-17 00:00:00+00:00,0.02025663813883313
2020-02-18 00:00:00+00:00,-0.03605017703346496
2020-02-19 00:00:00+00:00,-0.003483829058329595
2020-02-20 00:00:00+00:00,0.006118880984434846
2020-02-21 00:00:00+00:00,-0.0044134398365570215
2020-02-22 00:00:00+00:00,0.01205454990323237
2020-02-23 00:00:00+00:00,-0.018681425251957186
2020-02-24 00:00:00+00:00,-0.012394314517886171
2020-02-25 00:00:00+00:00,-0.011492283383217955
2020-02-26 00:00:00+00:00,0.0035509955528525206
2020-02-27 00:00:00+00:00,-0.001378344218248726
2020-02-28 00:00:00+00:00,-0.0026420962394790586
2020-02-29 00:00:00+00:00,-0.002021991131214751
2020-03-01 00:00:00+00:00,0.006297039378487612
2020-03-02 00:00:00+00:00,-0.0014260000354025578
2020-03-03 00:00:00+00:00,0.00151649720600024
2020-03-04 00:00:00+00:00,0.0015566527140339146
2020-03-05 00:00:00+00:00,0.0006049816113204
2020-03-06 00:00:00+00:00,-0.004616518730236
2020-03-07 00:00:00+00:00,0.0024636726143596765
2020-03-08 00:00:00+00:00,0.0015590920861161916
2020-03-09 00:00:00+00:00,0.0007971284619897608
2020-03-10 00:00:00+00:00,0.005198589547871031
2020-03-11 00:00:00+00:00,-0.012732695528929215
2020-03-12 00:00:00+00:00,0.02467695444835243
2020-03-13 00:00:00+00:00,-0.016333539550038776
2020-03-14 00:00:00+00:00,0.0006336415092451523
2020-03-15 00:00:00+00:00,-0.005031657751145011
2020-03-16 00:00:00+00:00,-0.002660631990663705
2020-03-17 00:00:00+00:00,-0.0369183371193317
2020-03-18 00:00:00+00:00,-0.00019590764163562063
2020-03-19 00:00:00+00:00,-0.0040533487248823495
2020-03-20 00:00:00+00:00,-0.002651017466532457
2020-03-21 00:00:00+00:00,-0.005557791993670907
2020-03-22 00:00:00+00:00,0.0002377004483638955
2020-03-23 00:00:00+00:00,-0.0016945887020928785
2020-03-24 00:00:00+00:00,-0.0026992183050765822
2020-03-25 00:00:00+00:00,-0.002251523356343775
2020-03-26 00:00:00+00:00,0.00019779060328514213
2020-03-27 00:00:00+00:00,-0.002819461921177741
2020-03-28 00:00:00+00:00,-0.0014852174627712428
2020-03-29 00:00:00+00:00,0.0011836811741805014
2020-03-30 00:00:00+00:00,-0.0004889028896490783
2020-03-31 00:00:00+00:00,0.0004071857700650117
2020-04-01 00:00:00+00:00,-0.0018202490988882116
2020-04-02 00:00:00+00:00,0.0005714294126598966
2020-04-03 00:00:00+00:00,-0.00028570596340743204
2020-04-04 00:00:00+00:00,0.0007728767712221041
2020-04-05 00:00:00+00:00,-0.0040385452932141614
2020-04-06 00:00:00+00:00,0.0016783416210937995
2020-04-07 00:00:00+00:00,-0.003614925640156507
2020-04-08 00:00:00+00:00,8.227484960352111e-05
2020-04-09 00:00:00+00:00,0.0027243111595936717
2020-04-10 00:00:00+00:00,-0.001541778182111804
2020-04-11 00:00:00+00:00,0.0012093867193505338
2020-04-12 00:00:00+00:00,0.0028384740726978023
2020-04-13 00:00:00+00:00,0.00013686405054218548
2020-04-14 00:00:00+00:00,-0.0001998662943961747
2020-04-15 00:00:00+00:00,-0.0007066796470556375
2020-04-16 00:00:00+00:00,0.0017944948398190216
2020-04-17 00:00:00+00:00,-0.0014385174922888738
2020-04-18 00:00:00+00:00,0.0053470825552183665
2020-04-19 00:00:00+00:00,-0.004800048628962857
2020-04-20 00:00:00+00:00,0.00033831679037910447
2020-04-21 00:00:00+00:00,-0.0013373695442612725
2020-04-22 00:00:00+00:00,-0.004553245217222962
2020-04-23 00:00:00+00:00,-0.004338971258929337
2020-04-24 00:00:00+00:00,-0.0007773978935706313
2020-04-25 00:00:00+00:00,-8.167478160336034e-05
2020-04-26 00:00:00+00:00,-0.0008649748029612561
2020-04-27 00:00:00+00:00,-0.0010564101885597401
2020-04-28 00:00:00+00:00,0.001978217662669197
2020-04-29 00:00:00+00:00,0.001382170118264058
2020-04-30 00:00:00+00:00,-0.00039782762823010483
2020-05-01 00:00:00+00:00,-0.0007824513118514629
2020-05-02 00:00:00+00:00,-0.00024743687251150865
2020-05-03 00:00:00+00:00,0.00033198103304012827
2020-05-04 00:00:00+00:00,-5.048414525873042e-05
2020-05-05 00:00:00+00:00,0.00027157143558134244
2020-05-06 00:00:00+00:00,0.0005026940303788274
2020-05-07 00:00:00+00:00,0.0004711772589347796
2020-05-08 00:00:00+00:00,-0.0009829828557790605
2020-05-09 00:00:00+00:00,-0.0004603131399844914
2020-05-10 00:00:00+00:00,-0.00027890946740399223
2020-05-11 00:00:00+00:00,0.0009288941837787403
2020-05-12 00:00:00+00:00,5.265820964041974e-05
2020-05-13 00:00:00+00:00,-0.00035872538389638317
2020-05-14 00:00:00+00:00,0.00041906740315151295
2020-05-15 00:00:00+00:00,-0.0002708384187490252
2020-05-16 00:00:00+00:00,-0.0006528225004642631
2020-05-17 00:00:00+00:00,-2.4628999850352498e-05
2020-05-18 00:00:00+00:00,3.731712198910204e-05
2020-05-19 00:00:00+00:00,-0.00018682727763040516
2020-05-20 00:00:00+00:00,0.0002577864826662699
2020-05-21 00:00:00+00:00,-0.00037944152512059
2020-05-22 00:00:00+00:00,0.0002342304823122936
2020-05-23 00:00:00+00:00,-0.0008850630035465714
2020-05-24 00:00:00+00:00,0.0005956579775684048
2020-05-25 00:00:00+00:00,4.057239610572853e-05
2020-05-26 00:00:00+00:00,0.0003192313243202117
2020-05-27 00:00:00+00:00,0.003434861683323059
2020-05-28 00:00:00+00:00,4.1999741295217636e-05
2020-05-29 00:00:00+00:00,0.002587977917866925
2020-05-30 00:00:00+00:00,-0.0003323185781784957
2020-05-31 00:00:00+00:00,0.0017376977737304426
2020-06-01 00:00:00+00:00,1.797367217099123e-05
2020-06-02 00:00:00+00:00,0.00015997607805541482
2020-06-03 00:00:00+00:00,-0.0010689949079042186
2020-06-04 00:00:00+00:00,-0.00039415428372082783
2020-06-05 00:00:00+00:00,0.00011786407505848336
2020-06-06 00:00:00+00:00,-0.0005199098397000131
2020-06-07 00:00:00+00:00,0.0011856879852862664
2020-06-08 00:00:00+00:00,0.00034328967668226457
2020-06-09 00:00:00+00:00,0.00028266005820225303
2020-06-10 00:00:00+00:00,-0.0037851529189334063
2020-06-11 00:00:00+00:00,-0.003227264026133903
2020-06-12 00:00:00+00:00,0.0001283359819130912
2020-06-13 00:00:00+00:00,-0.0007795846005543886
2020-06-14 00:00:00+00:00,-0.000388394847356021
2020-06-15 00:00:00+00:00,0.002293525539892979
2020-06-16 00:00:00+00:00,-0.0005548043370910228
2020-06-17 00:00:00+00:00,7.691054825166681e-05
2020-06-18 00:00:00+00:00,-0.0014746233934994045
2020-06-19 00:00:00+00:00,0.0005889249334953617
2020-06-20 00:00:00+00:00,0.0005424185669739674
2020-06-21 00:00:00+00:00,0.000580784542723374
2020-06-22 00:00:00+00:00,-0.004175535557329324
2020-06-23 00:00:00+00:00,0.0006244379736738949
2020-06-24 00:00:00+00:00,0.0007973636274477842
2020-06-25 00:00:00+00:00,0.0001851206767768963
2020-06-26 00:00:00+00:00,0.0002951299493885391
2020-06-27 00:00:00+00:00,-0.0010024484339114204
2020-06-28 00:00:00+00:00,4.107027197513789e-05
2020-06-29 00:00:00+00:00,4.2423468152180884e-05
2020-06-30 00:00:00+00:00,0.002691893910091227
2020-07-01 00:00:00+00:00,-1.3517722611372846e-05
2020-07-02 00:00:00+00:00,-0.0008954218296895322
2020-07-03 00:00:00+00:00,0.0004672491505031768
2020-07-04 00:00:00+00:00,0.001246427599971967
2020-07-05 00:00:00+00:00,-0.00293357368818989
2020-07-06 00:00:00+00:00,0.0015533739751824023
2020-07-07 00:00:00+00:00,0.001969799415871899
2020-07-08 00:00:00+00:00,-0.0011677371490640518
2020-07-09 00:00:00+00:00,-0.001211169513225334
2020-07-10 00:00:00+00:00,-0.00018841265333733695
2020-07-11 00:00:00+00:00,0.0007374344506072858
2020-07-12 00:00:00+00:00,-0.0034169702728507616
2020-07-13 00:00:00+00:00,0.00185872147108812
2020-07-14 00:00:00+00:00,3.6148020727269444e-06
2020-07-15 00:00:00+00:00,-0.000881201248266165
2020-07-16 00:00:00+00:00,-0.0007509381278260672
2020-07-17 00:00:00+00:00,0.0008070628392227255
2020-07-18 00:00:00+00:00,0.00015694415348342766
2020-07-19 00:00:00+00:00,-0.003499175144895611
2020-07-20 00:00:00+00:00,3.2061960583346844e-05
2020-07-21 00:00:00+00:00,0.0004421885375267592
2020-07-22 00:00:00+00:00,0.003269121613618192
2020-07-23 00:00:00+00:00,-0.001476749713255457
2020-07-24 00:00:00+00:00,-7.287265847909736e-05
2020-07-25 00:00:00+00:00,0.004009360705905091
2020-07-26 00:00:00+00:00,0.006384678877803673
2020-07-27 00:00:00+00:00,0.0070582712304625575
2020-07-28 00:00:00+00:00,-0.0003778657571541141
2020-07-29 00:00:00+00:00,0.002217507255395119
2020-07-30 00:00:00+00:00,0.0021136076232634846
2020-07-31 00:00:00+00:00,0.005998904693109078
2020-08-01 00:00:00+00:00,-0.0033711233535398608
2020-08-02 00:00:00+00:00,0.004307599788908898
2020-08-03 00:00:00+00:00,-0.006719648564898591
2020-08-04 00:00:00+00:00,0.004144009259390536
2020-08-05 00:00:00+00:00,0.001844201841492264
2020-08-06 00:00:00+00:00,-0.0007995093719322073
2020-08-07 00:00:00+00:00,-0.0011229016772779177
2020-08-08 00:00:00+00:00,-0.0010141171380692732
2020-08-09 00:00:00+00:00,-0.00452735384926291
2020-08-10 00:00:00+00:00,-0.0011028519137891845
2020-08-11 00:00:00+00:00,0.0011130458447392898
2020-08-12 00:00:00+00:00,0.006062205513540996
2020-08-13 00:00:00+00:00,-0.0038505908703485594
2020-08-14 00:00:00+00:00,0.002894051560976944
2020-08-15 00:00:00+00:00,-0.0028587975625668544
2020-08-16 00:00:00+00:00,-0.0005156438235754187
2020-08-17 00:00:00+00:00,-0.003833635225375121
2020-08-18 00:00:00+00:00,-0.0013421029711351152
2020-08-19 00:00:00+00:00,0.0026496659657345946
2020-08-20 00:00:00+00:00,-0.003492724642752122
2020-08-21 00:00:00+00:00,0.0028018506997991026
2020-08-22 00:00:00+00:00,0.001326724239213931
2020-08-23 00:00:00+00:00,0.0012001583690909067
2020-08-24 00:00:00+00:00,-0.0013506831626532271
2020-08-25 00:00:00+00:00,-0.00013029660888409572
2020-08-26 00:00:00+00:00,-0.0009745399925585579
2020-08-27 00:00:00+00:00,0.0010327506945241277
2020-08-28 00:00:00+00:00,0.000620119504570255
2020-08-29 00:00:00+00:00,0.0017263055072374496
2020-08-30 00:00:00+00:00,0.0014883294663827946
2020-08-31 00:00:00+00:00,0.0037827032383298907
2020-09-01 00:00:00+00:00,-0.001460443771315951
2020-09-02 00:00:00+00:00,-0.002091686136563573
2020-09-03 00:00:00+00:00,-0.0030728243643574605
2020-09-04 00:00:00+00:00,-0.00019832675005275523
2020-09-05 00:00:00+00:00,0.003713324337548182
2020-09-06 00:00:00+00:00,-0.0006602146740365023
2020-09-07 00:00:00+00:00,0.0004819629291716576
2020-09-08 00:00:00+00:00,-0.0005758911437056597
2020-09-09 00:00:00+00:00,0.0003893128935636762
2020-09-10 00:00:00+00:00,0.0021035629453854936
2020-09-11 00:00:00+00:00,0.004195742324640989
2020-09-12 00:00:00+00:00,0.00039150067978272537
2020-09-13 00:00:00+00:00,0.0009317638869163803
2020-09-14 00:00:00+00:00,0.002767807497472661
2020-09-15 00:00:00+00:00,0.002382361750609562
2020-09-16 00:00:00+00:00,0.0031890992352313794
2020-09-17 00:00:00+00:00,0.0019150985187860248
2020-09-18 00:00:00+00:00,0.00023925850709905194
2020-09-19 00:00:00+00:00,-0.0013244821137039667
2020-09-20 00:00:00+00:00,-0.011207820047174372
2020-09-21 00:00:00+00:00,0.008413312201299894
2020-09-22 00:00:00+00:00,0.00282767846684259
2020-09-23 00:00:00+00:00,0.00243398306505581
2020-09-24 00:00:00+00:00,-0.004428689805993666
2020-09-25 00:00:00+00:00,0.002195334194126037
2020-09-26 00:00:00+00:00,0.0014456535457675866
2020-09-27 00:00:00+00:00,-0.007586205717540564
2020-09-28 00:00:00+00:00,0.0031656821010962997
2020-09-29 00:00:00+00:00,-0.0006525031269923063
2020-09-30 00:00:00+00:00,-0.0005568417113994814
2020-10-01 00:00:00+00:00,-0.001364121422821586
2020-10-02 00:00:00+00:00,0.008289245129274201
2020-10-03 00:00:00+00:00,0.002501691780675137
2020-10-04 00:00:00+00:00,-0.0006721660935538138
2020-10-05 00:00:00+00:00,0.0012132209759594358
2020-10-06 00:00:00+00:00,0.00021096532550752946
2020-10-07 00:00:00+00:00,0.0007836025780321791
2020-10-08 00:00:00+00:00,0.004130739974683451
2020-10-09 00:00:00+00:00,0.006240726423348275
2020-10-10 00:00:00+00:00,0.0109451378053594
2020-10-11 00:00:00+00:00,0.007039749837061348
2020-10-12 00:00:00+00:00,-0.0003758825502170041
2020-10-13 00:00:00+00:00,0.0024350208721889404
2020-10-14 00:00:00+00:00,-3.576055957630553e-05
2020-10-15 00:00:00+00:00,-0.00462966713918187
2020-10-16 00:00:00+00:00,-0.0019915513098712726
2020-10-17 00:00:00+00:00,-0.002338815535651016
2020-10-18 00:00:00+00:00,0.0035764557446058927
2020-10-19 00:00:00+00:00,-0.007158333963795229
2020-10-20 00:00:00+00:00,-0.0017127888245671336
2020-10-21 00:00:00+00:00,-0.010557350203779084
2020-10-22 00:00:00+00:00,0.0017797014716035198
2020-10-23 00:00:00+00:00,0.0022916146770534107
2020-10-24 00:00:00+00:00,-4.2104652850758665e-05
2020-10-25 00:00:00+00:00,-0.008984044757734079
2020-10-26 00:00:00+00:00,0.01240916150805527
2020-10-27 00:00:00+00:00,-0.0029037141147450905
2020-10-28 00:00:00+00:00,0.01644620161332321
2020-10-29 00:00:00+00:00,0.001334872446528392
2020-10-30 00:00:00+00:00,0.004962943695368607
2020-10-31 00:00:00+00:00,-0.0055251109596139904
2020-11-01 00:00:00+00:00,-0.0018531938089051897
2020-11-02 00:00:00+00:00,0.015907180766535613
2020-11-03 00:00:00+00:00,0.02984286532806075
2020-11-04 00:00:00+00:00,0.01462682205235214
2020-11-05 00:00:00+00:00,-0.01381943625474484
2020-11-06 00:00:00+00:00,-0.004361228481155927
2020-11-07 00:00:00+00:00,0.003930922903012724
2020-11-08 00:00:00+00:00,-0.0015365745375827513
2020-11-09 00:00:00+00:00,-0.0024974200617134488
2020-11-10 00:00:00+00:00,-6.161179345395344e-05
2020-11-11 00:00:00+00:00,0.004399415466854209
2020-11-12 00:00:00+00:00,0.0028201962581756892
2020-11-13 00:00:00+00:00,0.0076252848201884445
2020-11-14 00:00:00+00:00,0.0004227104988518308
2020-11-15 00:00:00+00:00,0.010661991129437477
2020-11-16 00:00:00+00:00,0.00736705925170567
2020-11-17 00:00:00+00:00,0.02855171661750263
2020-11-18 00:00:00+00:00,0.01721492938801627
2020-11-19 00:00:00+00:00,0.017076414321920322
2020-11-20 00:00:00+00:00,0.02438777847502842
2020-11-21 00:00:00+00:00,0.006057791417561423
2020-11-22 00:00:00+00:00,0.01797034772895308
2020-11-23 00:00:00+00:00,0.019516436243307796
2020-11-24 00:00:00+00:00,-0.011219408489448702
2020-11-25 00:00:00+00:00,-0.01932530558640198
2020-11-26 00:00:00+00:00,0.0008950633736083078
2020-11-27 00:00:00+00:00,0.01818006853933831
2020-11-28 00:00:00+00:00,0.004149519881464131
2020-11-29 00:00:00+00:00,-0.004431853763126719
2020-11-30 00:00:00+00:00,-0.010442390548297755
2020-12-01 00:00:00+00:00,0.00469336828397604
2020-12-02 00:00:00+00:00,0.010634135885503921
2020-12-03 00:00:00+00:00,-0.003555135052299274
2020-12-04 00:00:00+00:00,0.04231999173873161
2020-12-05 00:00:00+00:00,-0.0013829751612223847
2020-12-06 00:00:00+00:00,0.009264219772870192
2020-12-07 00:00:00+00:00,-0.0015624112388856219
2020-12-08 00:00:00+00:00,0.018409208293818334
2020-12-09 00:00:00+00:00,0.0019018039891075546
2020-12-10 00:00:00+00:00,-0.011239713046731848
2020-12-11 00:00:00+00:00,0.0011928200602616102
2020-12-12 00:00:00+00:00,0.007517481408149941
2020-12-13 00:00:00+00:00,0.0010883528797671798
2020-12-14 00:00:00+00:00,-0.019584291685675985
2020-12-15 00:00:00+00:00,0.036951502574310006
2020-12-16 00:00:00+00:00,0.03143268304777795
2020-12-17 00:00:00+00:00,0.03387558533951389
2020-12-18 00:00:00+00:00,-0.009746119044030017
2020-12-19 00:00:00+00:00,0.007655227384568504
2020-12-20 00:00:00+00:00,0.01532576540746077
2020-12-21 00:00:00+00:00,0.044047312880629685
2020-12-22 00:00:00+00:00,0.10869160663794604
2020-12-23 00:00:00+00:00,-0.01961925776923935
